Fieldwork date,Polling firm,poll,party
6/13/2021,go2senkyo,4.80078125,NKP
6/14/2021,Jiji Press,3.69921875,NKP
6/20/2021,FNN-Sankei,2.5,NKP
6/20/2021,ANN,3.30078125,NKP
6/20/2021,Asahi Shimbun,4,NKP
6/27/2021,Nikkei,3,NKP
7/1/2021,Mainichi Shimbun,4,NKP
7/4/2021,JNN,3.5,NKP
7/11/2021,Yomiuri-NNN,4,NKP
7/11/2021,go2senkyo,4.5,NKP
7/11/2021,NHK,3.30078125,NKP
7/12/2021,Jiji Press,2.5,NKP
7/18/2021,FNN-Sankei,2.400390625,NKP
7/18/2021,ANN,3.900390625,NKP
7/25/2021,Nikkei,4,NKP
8/1/2021,Mainichi Shimbun,3,NKP
8/8/2021,Asahi Shimbun,2,NKP
8/8/2021,JNN,3.5,NKP
8/9/2021,Yomiuri-NNN,3,NKP
8/9/2021,Jiji Press,4.5,NKP
8/9/2021,NHK,3.69921875,NKP
8/15/2021,go2senkyo,4.1015625,NKP
8/22/2021,ANN,2.900390625,NKP
8/22/2021,FNN-Sankei,3.5,NKP
9/1/2021,Mainichi Shimbun,4,NKP
9/5/2021,Yomiuri Shimbun,3,NKP
9/11/2021,Nikkei,2,NKP
9/12/2021,NHK,3.599609375,NKP
9/12/2021,Asahi Shimbun,3,NKP
9/13/2021,Jiji Press,5,NKP
9/19/2021,FNN-Sankei,3.19921875,NKP
9/19/2021,ANN,4.19921875,NKP
9/25/2021,Nikkei,3,NKP
10/5/2021,Nikkei & TV Tokyo,4,NKP
10/5/2021,Yomiuri Shimbun,3,NKP
10/5/2021,Asahi Shimbun,3,NKP
10/10/2021,Green Ship,4.8203125,NKP
10/10/2021,FNN-Sankei,2.400390625,NKP
10/10/2021,NHK,4.1015625,NKP
10/10/2021,JNN,3.099609375,NKP
10/15/2021,Yomiuri Shimbun,3,NKP
10/17/2021,NHK,3.900390625,NKP
10/17/2021,ANN,4.1015625,NKP
10/17/2021,go2senkyo,4.69921875,NKP
10/17/2021,Kyodo News,3.099609375,NKP
10/20/2021,Asahi Shimbun,4,NKP
10/20/2021,Mainichi Shimbun,4,NKP
10/24/2021,go2senkyo,6.1015625,NKP
10/24/2021,NHK,4.30078125,NKP
1/8/2018,NHK,3.599609375,JCP
1/14/2018,Yomiuri Shimbun,2,JCP
1/14/2018,JNN,3.5,JCP
1/14/2018,Kyodo News,3.80078125,JCP
1/15/2018,Jiji Press,2,JCP
1/21/2018,Mainichi Shimbun,4,JCP
1/21/2018,ANN,4.80078125,JCP
1/21/2018,Asahi Shimbun,3,JCP
1/28/2018,NTV,2.80078125,JCP
1/28/2018,Nikkei,4,JCP
2/4/2018,JNN,2.80078125,JCP
2/11/2018,Yomiuri Shimbun,2,JCP
2/11/2018,Kyodo News,2.69921875,JCP
2/12/2018,Jiji Press,1.799804688,JCP
2/12/2018,NHK,2.69921875,JCP
2/18/2018,Asahi Shimbun,4,JCP
2/18/2018,NTV,4,JCP
2/25/2018,Mainichi Shimbun,3,JCP
2/25/2018,ANN,5.3984375,JCP
2/25/2018,Nikkei,2,JCP
3/4/2018,Kyodo News,3.69921875,JCP
3/4/2018,JNN,3.599609375,JCP
3/11/2018,Yomiuri Shimbun,3,JCP
3/11/2018,NHK,2.599609375,JCP
3/12/2018,Jiji Press,2.599609375,JCP
3/18/2018,Asahi Shimbun,3,JCP
3/18/2018,Kyodo News,2.900390625,JCP
3/18/2018,Mainichi Shimbun,4,JCP
3/18/2018,NTV,3.900390625,JCP
3/25/2018,Nikkei & TV Tokyo,4,JCP
3/25/2018,ANN,4.8984375,JCP
4/1/2018,Kyodo News,3.900390625,JCP
4/1/2018,Yomiuri Shimbun,2,JCP
4/8/2018,NHK,2.900390625,JCP
4/8/2018,JNN,2.400390625,JCP
4/9/2018,Jiji Press,2.400390625,JCP
4/15/2018,NTV,3.400390625,JCP
4/15/2018,Asahi Shimbun,3,JCP
4/22/2018,Mainichi Shimbun,3,JCP
4/22/2018,ANN,4.1015625,JCP
4/22/2018,Yomiuri Shimbun,3,JCP
4/25/2018,Asahi Shimbun,3,JCP
4/29/2018,Nikkei & TV Tokyo,3,JCP
5/13/2018,Kyodo News,4.5,JCP
5/13/2018,JNN,2.5,JCP
5/13/2018,NHK,2.30078125,JCP
5/14/2018,Jiji Press,1.700195313,JCP
5/20/2018,Yomiuri Shimbun,3,JCP
5/20/2018,NTV,3.19921875,JCP
5/20/2018,Asahi Shimbun,3,JCP
5/20/2018,ANN,5.69921875,JCP
5/27/2018,Mainichi Shimbun,4,JCP
5/27/2018,Nikkei & TV Tokyo,4,JCP
6/3/2018,JNN,4,JCP
6/10/2018,NHK,4.1015625,JCP
6/11/2018,Jiji Press,2,JCP
6/17/2018,ANN,3,JCP
6/17/2018,Asahi Shimbun,3,JCP
6/17/2018,NTV,2.900390625,JCP
6/17/2018,Yomiuri Shimbun,3,JCP
6/24/2018,Nikkei & TV Tokyo,4,JCP
6/24/2018,Mainichi Shimbun,2,JCP
7/8/2018,JNN,3.19921875,JCP
7/8/2018,NHK,3.099609375,JCP
7/9/2018,Jiji Press,2.099609375,JCP
7/15/2018,Asahi Shimbun,3,JCP
7/22/2018,Kyodo News,3,JCP
7/22/2018,Yomiuri Shimbun,3,JCP
7/22/2018,Nikkei & TV Tokyo,4,JCP
7/22/2018,ANN,3.69921875,JCP
7/29/2018,Mainichi Shimbun,4,JCP
8/5/2018,NHK,2.69921875,JCP
8/5/2018,JNN,1.799804688,JCP
8/5/2018,Asahi Shimbun,4,JCP
8/6/2018,Jiji Press,2.30078125,JCP
8/19/2018,ANN,5.6015625,JCP
8/26/2018,Nikkei & TV Tokyo,3,JCP
8/26/2018,Yomiuri Shimbun,2,JCP
8/26/2018,Kyodo News,3.19921875,JCP
9/2/2018,JNN,2.80078125,JCP
9/2/2018,Mainichi Shimbun,3,JCP
9/9/2018,Asahi Shimbun,3,JCP
9/10/2018,Jiji Press,1.900390625,JCP
9/16/2018,ANN,2.80078125,JCP
9/17/2018,NHK,3,JCP
9/21/2018,Kyodo News,3.19921875,JCP
9/23/2018,Nikkei & TV Tokyo,3,JCP
9/23/2018,Yomiuri Shimbun,2,JCP
10/3/2018,Nikkei & TV Tokyo,3,JCP
10/3/2018,Kyodo News,2.19921875,JCP
10/3/2018,Yomiuri Shimbun,2,JCP
10/7/2018,Mainichi Shimbun,3,JCP
10/8/2018,NHK,2.69921875,JCP
10/8/2018,Jiji Press,1.799804688,JCP
10/14/2018,Asahi Shimbun,2,JCP
10/14/2018,JNN,2.5,JCP
10/21/2018,ANN,4.5,JCP
10/28/2018,Yomiuri Shimbun,2,JCP
10/28/2018,Nikkei & TV Tokyo,4,JCP
11/4/2018,Kyodo News,3.599609375,JCP
11/4/2018,JNN,3,JCP
11/11/2018,NHK,2.900390625,JCP
11/12/2018,Jiji Press,2.400390625,JCP
11/18/2018,Mainichi Shimbun,3,JCP
11/18/2018,ANN,4.30078125,JCP
11/18/2018,Asahi Shimbun,3,JCP
11/25/2018,Yomiuri Shimbun,2,JCP
11/25/2018,Nikkei & TV Tokyo,3,JCP
12/2/2018,JNN,2.19921875,JCP
12/9/2018,NHK,3,JCP
12/10/2018,Mainichi & SSRC,3,JCP
12/10/2018,Jiji Press,1.599609375,JCP
12/16/2018,Yomiuri Shimbun,3,JCP
12/16/2018,Nikkei & TV Tokyo,4,JCP
12/16/2018,Mainichi Shimbun,3,JCP
12/16/2018,Kyodo News,3.400390625,JCP
12/16/2018,Asahi Shimbun,3,JCP
12/16/2018,ANN,5,JCP
12/25/2018,Asahi Shimbun,3,JCP
1/13/2019,Kyodo News,2.400390625,JCP
1/13/2019,JNN,2.5,JCP
1/14/2019,Jiji Press,1.900390625,JCP
1/14/2019,NHK,2.69921875,JCP
1/20/2019,Asahi Shimbun,3,JCP
1/27/2019,Yomiuri Shimbun,2,JCP
1/27/2019,Nikkei & TV Tokyo,4,JCP
1/27/2019,ANN,4.1015625,JCP
2/3/2019,JNN,3.30078125,JCP
2/3/2019,Mainichi Shimbun,3,JCP
2/3/2019,Kyodo News,3.80078125,JCP
2/11/2019,Jiji Press,1.799804688,JCP
2/11/2019,NHK,3.099609375,JCP
2/17/2019,Nikkei & TV Tokyo,4,JCP
2/17/2019,Asahi Shimbun,2,JCP
2/24/2019,Yomiuri Shimbun,2,JCP
2/24/2019,ANN,4.6015625,JCP
3/3/2019,JNN,2.19921875,JCP
3/10/2019,NHK,2.80078125,JCP
3/10/2019,Kyodo News,3.69921875,JCP
3/11/2019,Jiji Press,2.30078125,JCP
3/17/2019,Mainichi Shimbun,4,JCP
3/17/2019,Asahi Shimbun,3,JCP
3/17/2019,ANN,4.3984375,JCP
3/24/2019,Yomiuri Shimbun,2,JCP
3/24/2019,Nikkei & TV Tokyo,5,JCP
4/2/2019,Yomiuri Shimbun,3,JCP
4/2/2019,Kyodo News,2.69921875,JCP
4/7/2019,NHK,2.400390625,JCP
4/7/2019,JNN,2.80078125,JCP
4/8/2019,Jiji Press,1.900390625,JCP
4/14/2019,Mainichi Shimbun,4,JCP
4/14/2019,Asahi Shimbun,3,JCP
4/15/2019,Asahi Shimbun,3,JCP
4/21/2019,ANN,5,JCP
4/28/2019,Yomiuri Shimbun,3,JCP
5/2/2019,Kyodo News,2.30078125,JCP
5/12/2019,Nikkei & TV Tokyo,3,JCP
5/12/2019,JNN,2.5,JCP
5/12/2019,NHK,3.19921875,JCP
5/13/2019,Jiji Press,2.099609375,JCP
5/19/2019,ANN,3.400390625,JCP
5/19/2019,Mainichi Shimbun,3,JCP
5/19/2019,Yomiuri Shimbun,2,JCP
5/19/2019,Asahi Shimbun,2,JCP
5/19/2019,Kyodo News,4.1015625,JCP
6/2/2019,JNN,2.599609375,JCP
6/9/2019,NHK,2.5,JCP
6/10/2019,Jiji Press,1.799804688,JCP
6/16/2019,Kyodo News,3.19921875,JCP
6/16/2019,Mainichi Shimbun,3,JCP
6/23/2019,Asahi Shimbun,3,JCP
6/23/2019,NHK,3.69921875,JCP
6/27/2019,Kyodo News,2.900390625,JCP
6/30/2019,Yomiuri Shimbun,2,JCP
6/30/2019,Nikkei & TV Tokyo,4,JCP
6/30/2019,NHK,3.400390625,JCP
7/5/2019,Yomiuri Shimbun,3,JCP
7/7/2019,NHK,2.900390625,JCP
7/7/2019,JNN,2.69921875,JCP
7/8/2019,Jiji Press,2.599609375,JCP
7/14/2019,Asahi Shimbun,5,JCP
7/15/2019,NHK,3.19921875,JCP
7/23/2019,Asahi Shimbun,4,JCP
7/23/2019,Kyodo News,5.30078125,JCP
7/23/2019,Yomiuri Shimbun,3,JCP
7/28/2019,Nikkei & TV Tokyo,5,JCP
8/4/2019,NHK,3,JCP
8/4/2019,JNN,2.900390625,JCP
8/12/2019,Jiji Press,2.099609375,JCP
8/18/2019,Kyodo News,4.30078125,JCP
8/18/2019,ANN,4.5,JCP
8/25/2019,Yomiuri Shimbun,2,JCP
9/1/2019,Nikkei & TV Tokyo,3,JCP
9/8/2019,JNN,3.69921875,JCP
9/8/2019,NHK,3.400390625,JCP
9/9/2019,Jiji Press,2,JCP
9/12/2019,Kyodo News,3.099609375,JCP
9/12/2019,Nikkei & TV Tokyo,3,JCP
9/15/2019,Yomiuri Shimbun,4,JCP
9/15/2019,Mainichi Shimbun,2,JCP
9/15/2019,ANN,5.19921875,JCP
9/15/2019,Asahi Shimbun,3,JCP
10/6/2019,Kyodo News,3,JCP
10/6/2019,JNN,2.900390625,JCP
10/14/2019,Jiji Press,1.799804688,JCP
10/20/2019,Yomiuri Shimbun,3,JCP
10/20/2019,Asahi Shimbun,2,JCP
10/20/2019,ANN,4.30078125,JCP
10/27/2019,Kyodo News,3.599609375,JCP
10/27/2019,Mainichi Shimbun,3,JCP
10/27/2019,Nikkei & TV Tokyo,4,JCP
11/10/2019,ANN,4.19921875,JCP
11/10/2019,go2senkyo & JX,4.3984375,JCP
11/10/2019,Jiji Press,2,JCP
11/10/2019,JNN,2.5,JCP
11/10/2019,NHK,3.5,JCP
11/17/2019,Yomiuri Shimbun,4,JCP
11/17/2019,Asahi Shimbun,4,JCP
11/24/2019,Nikkei & TV Tokyo,4,JCP
11/24/2019,Kyodo News,3.69921875,JCP
12/1/2019,Mainichi Shimbun,4,JCP
12/8/2019,NHK,3,JCP
12/8/2019,JNN,3.5,JCP
12/9/2019,Mainichi & SSRC,3,JCP
12/9/2019,Jiji Press,2,JCP
12/15/2019,Yomiuri Shimbun,3,JCP
12/15/2019,Kyodo News,3,JCP
12/15/2019,ANN,5.1015625,JCP
12/15/2019,go2senkyo & JX,5.6015625,JCP
12/22/2019,Asahi Shimbun,3,JCP
12/22/2019,Nikkei & TV Tokyo,5,JCP
1/12/2020,JNN,2.80078125,JCP
1/12/2020,go2senkyo & JX,6.19921875,JCP
1/12/2020,Kyodo News,4.1015625,JCP
1/13/2020,Jiji Press,2.599609375,JCP
1/13/2020,NHK,2.900390625,JCP
1/19/2020,Yomiuri Shimbun,3,JCP
1/19/2020,Mainichi Shimbun,2,JCP
1/19/2020,ANN,4.1015625,JCP
1/26/2020,Nikkei & TV Tokyo,4,JCP
1/26/2020,Asahi Shimbun,3,JCP
2/2/2020,JNN,3.099609375,JCP
2/9/2020,Jiji Press,1.599609375,JCP
2/9/2020,NHK,2.599609375,JCP
2/15/2020,Yomiuri Shimbun,3,JCP
2/16/2020,go2senkyo & JX,5.3984375,JCP
2/16/2020,Asahi Shimbun,3,JCP
2/16/2020,Kyodo News,3.5,JCP
2/16/2020,ANN,3.400390625,JCP
2/23/2020,Nikkei & TV Tokyo,4,JCP
3/1/2020,go2senkyo & JX,5.30078125,JCP
3/1/2020,go2senkyo & JX,5.3984375,JCP
3/8/2020,NHK,3.099609375,JCP
3/8/2020,JNN,3.30078125,JCP
3/9/2020,Jiji Press,1.599609375,JCP
3/15/2020,Mainichi Shimbun,4,JCP
3/15/2020,Asahi Shimbun,3,JCP
3/16/2020,Kyodo News,3.30078125,JCP
3/22/2020,Yomiuri Shimbun,4,JCP
3/22/2020,ANN,3.5,JCP
3/28/2020,Kyodo News,3.30078125,JCP
3/29/2020,Nikkei & TV Tokyo,3,JCP
4/5/2020,JNN,3.30078125,JCP
4/9/2020,"Mainichi, JNN, & SSRC",4,JCP
4/12/2020,go2senkyo & JX,6.3984375,JCP
4/12/2020,NHK,2.900390625,JCP
4/12/2020,Yomiuri Shimbun,3,JCP
4/13/2020,Asahi Shimbun,3,JCP
4/13/2020,Kyodo News,3.69921875,JCP
4/19/2020,Mainichi Shimbun,2,JCP
4/19/2020,Asahi Shimbun,2,JCP
5/10/2020,Yomiuri Shimbun,3,JCP
5/10/2020,Kyodo News,3.19921875,JCP
5/10/2020,Nikkei & TV Tokyo,1,JCP
5/10/2020,JNN,2.30078125,JCP
5/17/2020,ANN,3.900390625,JCP
5/17/2020,go2senkyo & JX,5.3984375,JCP
5/24/2020,Mainichi & SSRC,7,JCP
5/24/2020,Asahi Shimbun,3,JCP
5/31/2020,Kyodo News,3,JCP
6/1/2020,Jiji Press,3.400390625,JCP
6/7/2020,Yomiuri Shimbun,3,JCP
6/7/2020,Nikkei & TV Tokyo,2,JCP
6/7/2020,JNN,2.30078125,JCP
6/14/2020,go2senkyo & JX,4.3984375,JCP
6/20/2020,Mainichi & SSRC,6,JCP
6/21/2020,Asahi Shimbun,3,JCP
6/21/2020,Kyodo News,3.099609375,JCP
6/21/2020,ANN,4,JCP
6/22/2020,Jiji Press,2.19921875,JCP
7/5/2020,Yomiuri Shimbun,2,JCP
7/5/2020,JNN,2.400390625,JCP
7/12/2020,go2senkyo & JX,4.5,JCP
7/13/2020,Jiji Press,1.299804688,JCP
7/19/2020,ANN,3.599609375,JCP
7/19/2020,Asahi Shimbun,2,JCP
7/19/2020,Kyodo News,3.5,JCP
7/19/2020,Nikkei & TV Tokyo,2,JCP
7/19/2020,Mainichi & SSRC,5,JCP
8/2/2020,JNN,3.099609375,JCP
8/23/2020,ANN,3.400390625,JCP
9/3/2020,Mainichi and JNN,3,JCP
9/6/2020,JNN,3.19921875,JCP
9/17/2020,Nikkei,3,JCP
9/17/2020,Asahi Shimbun,2,JCP
9/20/2020,Yomiuri-NNN,2,JCP
9/20/2020,ANN,3,JCP
9/22/2020,NHK,1.700195313,JCP
10/4/2020,JNN,2.400390625,JCP
10/11/2020,NHK,2.599609375,JCP
10/12/2020,Jiji Press,1.900390625,JCP
10/18/2020,Yomiuri-NNN,3,JCP
10/18/2020,ANN,3.900390625,JCP
10/18/2020,Asahi Shimbun,3,JCP
10/25/2020,Nikkei,4,JCP
11/8/2020,NHK,2.30078125,JCP
11/8/2020,JNN,1.799804688,JCP
11/8/2020,Yomiuri-NNN,2,JCP
11/9/2020,Jiji Press,1.5,JCP
11/15/2020,Asahi Shimbun,2,JCP
11/15/2020,ANN,3.30078125,JCP
11/17/2020,Yomiuri-Waseda,2,JCP
11/29/2020,Nikkei,3,JCP
12/6/2020,Yomiuri-NNN,1,JCP
12/6/2020,Kyodo News,3.099609375,JCP
12/6/2020,JNN,2.400390625,JCP
12/7/2020,Jiji Press,1.5,JCP
12/13/2020,NHK,2.19921875,JCP
12/20/2020,ANN,3.900390625,JCP
12/27/2020,Nikkei,3,JCP
12/27/2020,Yomiuri-NNN,2,JCP
1/10/2021,Kyodo News,3.30078125,JCP
1/10/2021,JNN,2.400390625,JCP
1/11/2021,Jiji Press,1.700195313,JCP
1/11/2021,NHK,2.900390625,JCP
1/17/2021,Yomiuri-NNN,2,JCP
1/17/2021,ANN,3.099609375,JCP
1/24/2021,FNN-Sankei,2.5,JCP
1/31/2021,Nikkei,5,JCP
2/7/2021,Yomiuri-NNN,2,JCP
2/7/2021,JNN,2.400390625,JCP
2/7/2021,Jiji Press,1.599609375,JCP
2/7/2021,NHK,3,JCP
2/14/2021,ANN,2.5,JCP
2/14/2021,Asahi Shimbun,3,JCP
2/21/2021,FNN-Sankei,2.30078125,JCP
2/28/2021,Nikkei,5,JCP
3/7/2021,JNN,2.400390625,JCP
3/7/2021,Yomiuri-NNN,2,JCP
3/7/2021,NHK,3.099609375,JCP
3/8/2021,Jiji Press,1.700195313,JCP
3/14/2021,FNN-Sankei,2.099609375,JCP
3/21/2021,Asahi Shimbun,2,JCP
3/21/2021,ANN,4.5,JCP
3/28/2021,Nikkei,4,JCP
4/1/2021,Mainichi Shimbun,4,JCP
4/4/2021,JNN,2.599609375,JCP
4/4/2021,Yomiuri-NNN,2,JCP
4/11/2021,NHK,2.69921875,JCP
4/11/2021,Asahi Shimbun,3,JCP
4/12/2021,Asahi Shimbun,2,JCP
4/12/2021,Jiji Press,1.799804688,JCP
4/18/2021,ANN,3.400390625,JCP
4/18/2021,FNN-Sankei,2.900390625,JCP
4/25/2021,Nikkei,3,JCP
5/9/2021,NHK,3.099609375,JCP
5/9/2021,JNN,2.19921875,JCP
5/9/2021,Yomiuri-NNN,2,JCP
5/10/2021,Jiji Press,1.5,JCP
5/16/2021,Kyodo News,3.400390625,JCP
5/16/2021,FNN-Sankei,1.900390625,JCP
5/16/2021,go2senkyo,7.30078125,JCP
5/16/2021,ANN,3.69921875,JCP
5/16/2021,Asahi Shimbun,2,JCP
5/30/2021,Nikkei,3,JCP
6/1/2021,Mainichi Shimbun,6,JCP
6/6/2021,Yomiuri-NNN,3,JCP
6/6/2021,JNN,2.30078125,JCP
6/13/2021,NHK,2.80078125,JCP
6/13/2021,go2senkyo,5.8984375,JCP
6/14/2021,Jiji Press,1.700195313,JCP
6/20/2021,FNN-Sankei,2,JCP
6/20/2021,ANN,3.599609375,JCP
6/20/2021,Asahi Shimbun,3,JCP
6/27/2021,Nikkei,4,JCP
7/1/2021,Mainichi Shimbun,7,JCP
7/4/2021,JNN,3.400390625,JCP
7/11/2021,Yomiuri-NNN,3,JCP
7/11/2021,go2senkyo,7.1015625,JCP
7/11/2021,NHK,3.30078125,JCP
7/12/2021,Jiji Press,1.799804688,JCP
7/18/2021,FNN-Sankei,3.69921875,JCP
7/18/2021,ANN,2.599609375,JCP
7/25/2021,Nikkei,4,JCP
8/1/2021,Mainichi Shimbun,5,JCP
8/8/2021,Asahi Shimbun,3,JCP
8/8/2021,JNN,2.099609375,JCP
8/9/2021,Yomiuri-NNN,3,JCP
8/9/2021,Jiji Press,1.299804688,JCP
8/9/2021,NHK,3.30078125,JCP
8/15/2021,go2senkyo,5.6015625,JCP
8/22/2021,ANN,4.1015625,JCP
8/22/2021,FNN-Sankei,2.400390625,JCP
9/1/2021,Mainichi Shimbun,4,JCP
9/5/2021,Yomiuri Shimbun,3,JCP
9/11/2021,Nikkei,3,JCP
9/12/2021,NHK,2.900390625,JCP
9/12/2021,Asahi Shimbun,3,JCP
9/13/2021,Jiji Press,2.19921875,JCP
9/19/2021,FNN-Sankei,2.099609375,JCP
9/19/2021,ANN,4.1015625,JCP
9/25/2021,Nikkei,3,JCP
10/5/2021,Nikkei & TV Tokyo,5,JCP
10/5/2021,Yomiuri Shimbun,3,JCP
10/5/2021,Asahi Shimbun,3,JCP
10/10/2021,Green Ship,5.62109375,JCP
10/10/2021,FNN-Sankei,2.5,JCP
10/10/2021,NHK,2.69921875,JCP
10/10/2021,JNN,2.30078125,JCP
10/15/2021,Yomiuri Shimbun,3,JCP
10/17/2021,NHK,2.80078125,JCP
10/17/2021,ANN,4.3984375,JCP
10/17/2021,go2senkyo,5.6015625,JCP
10/17/2021,Kyodo News,4.69921875,JCP
10/20/2021,Asahi Shimbun,3,JCP
10/20/2021,Mainichi Shimbun,6,JCP
10/24/2021,go2senkyo,4.8984375,JCP
10/24/2021,NHK,2.900390625,JCP
1/8/2018,NHK,1,Ishin
1/14/2018,Yomiuri Shimbun,1,Ishin
1/14/2018,JNN,1.799804688,Ishin
1/14/2018,Kyodo News,2.400390625,Ishin
1/15/2018,Jiji Press,0.899902344,Ishin
1/21/2018,Mainichi Shimbun,2,Ishin
1/21/2018,ANN,2,Ishin
1/21/2018,Asahi Shimbun,1,Ishin
1/28/2018,NTV,1.599609375,Ishin
1/28/2018,Nikkei,1,Ishin
2/4/2018,JNN,1.799804688,Ishin
2/11/2018,Yomiuri Shimbun,1,Ishin
2/11/2018,Kyodo News,2.900390625,Ishin
2/12/2018,Jiji Press,1.099609375,Ishin
2/12/2018,NHK,1.099609375,Ishin
2/18/2018,Asahi Shimbun,1,Ishin
2/18/2018,NTV,1.599609375,Ishin
2/25/2018,Mainichi Shimbun,3,Ishin
2/25/2018,ANN,2.30078125,Ishin
2/25/2018,Nikkei,3,Ishin
3/4/2018,Kyodo News,2.599609375,Ishin
3/4/2018,JNN,0.899902344,Ishin
3/11/2018,Yomiuri Shimbun,1,Ishin
3/11/2018,NHK,1.200195313,Ishin
3/12/2018,Jiji Press,0.799804688,Ishin
3/18/2018,Asahi Shimbun,1,Ishin
3/18/2018,Kyodo News,3.099609375,Ishin
3/18/2018,Mainichi Shimbun,2,Ishin
3/18/2018,NTV,1.299804688,Ishin
3/25/2018,Nikkei & TV Tokyo,1,Ishin
3/25/2018,ANN,1.099609375,Ishin
4/1/2018,Kyodo News,2.19921875,Ishin
4/1/2018,Yomiuri Shimbun,1,Ishin
4/8/2018,NHK,0.799804688,Ishin
4/8/2018,JNN,1.799804688,Ishin
4/9/2018,Jiji Press,1,Ishin
4/15/2018,NTV,2.19921875,Ishin
4/15/2018,Asahi Shimbun,1,Ishin
4/22/2018,Mainichi Shimbun,2,Ishin
4/22/2018,ANN,1.900390625,Ishin
4/22/2018,Yomiuri Shimbun,1,Ishin
4/25/2018,Asahi Shimbun,2,Ishin
4/29/2018,Nikkei & TV Tokyo,2,Ishin
5/13/2018,Kyodo News,1.5,Ishin
5/13/2018,JNN,1.799804688,Ishin
5/13/2018,NHK,0.700195313,Ishin
5/14/2018,Jiji Press,0.700195313,Ishin
5/20/2018,Yomiuri Shimbun,2,Ishin
5/20/2018,NTV,1.400390625,Ishin
5/20/2018,Asahi Shimbun,1,Ishin
5/20/2018,ANN,1.599609375,Ishin
5/27/2018,Mainichi Shimbun,2,Ishin
5/27/2018,Nikkei & TV Tokyo,2,Ishin
6/3/2018,JNN,2.19921875,Ishin
6/10/2018,NHK,0.700195313,Ishin
6/11/2018,Jiji Press,1.099609375,Ishin
6/17/2018,ANN,1.099609375,Ishin
6/17/2018,Asahi Shimbun,1,Ishin
6/17/2018,NTV,1.900390625,Ishin
6/17/2018,Yomiuri Shimbun,0,Ishin
6/24/2018,Nikkei & TV Tokyo,1,Ishin
6/24/2018,Mainichi Shimbun,2,Ishin
7/8/2018,JNN,1.299804688,Ishin
7/8/2018,NHK,0.799804688,Ishin
7/9/2018,Jiji Press,1.099609375,Ishin
7/15/2018,Asahi Shimbun,1,Ishin
7/22/2018,Kyodo News,2.099609375,Ishin
7/22/2018,Yomiuri Shimbun,1,Ishin
7/22/2018,Nikkei & TV Tokyo,2,Ishin
7/22/2018,ANN,0.899902344,Ishin
7/29/2018,Mainichi Shimbun,2,Ishin
8/5/2018,NHK,0.899902344,Ishin
8/5/2018,JNN,1.5,Ishin
8/5/2018,Asahi Shimbun,1,Ishin
8/6/2018,Jiji Press,0.899902344,Ishin
8/19/2018,ANN,1.599609375,Ishin
8/26/2018,Nikkei & TV Tokyo,1,Ishin
8/26/2018,Yomiuri Shimbun,1,Ishin
8/26/2018,Kyodo News,2.599609375,Ishin
9/2/2018,JNN,0.799804688,Ishin
9/2/2018,Mainichi Shimbun,1,Ishin
9/9/2018,Asahi Shimbun,1,Ishin
9/10/2018,Jiji Press,0.899902344,Ishin
9/16/2018,ANN,1.900390625,Ishin
9/17/2018,NHK,0.300048828,Ishin
9/21/2018,Kyodo News,2.099609375,Ishin
9/23/2018,Nikkei & TV Tokyo,1,Ishin
9/23/2018,Yomiuri Shimbun,1,Ishin
10/3/2018,Nikkei & TV Tokyo,2,Ishin
10/3/2018,Kyodo News,2.599609375,Ishin
10/3/2018,Yomiuri Shimbun,1,Ishin
10/7/2018,Mainichi Shimbun,2,Ishin
10/8/2018,NHK,0.5,Ishin
10/8/2018,Jiji Press,0.799804688,Ishin
10/14/2018,Asahi Shimbun,1,Ishin
10/14/2018,JNN,1,Ishin
10/21/2018,ANN,1.200195313,Ishin
10/28/2018,Yomiuri Shimbun,1,Ishin
10/28/2018,Nikkei & TV Tokyo,1,Ishin
11/4/2018,Kyodo News,1.900390625,Ishin
11/4/2018,JNN,1.099609375,Ishin
11/11/2018,NHK,0.399902344,Ishin
11/12/2018,Jiji Press,1,Ishin
11/18/2018,Mainichi Shimbun,2,Ishin
11/18/2018,ANN,1.299804688,Ishin
11/18/2018,Asahi Shimbun,1,Ishin
11/25/2018,Yomiuri Shimbun,1,Ishin
11/25/2018,Nikkei & TV Tokyo,1,Ishin
12/2/2018,JNN,0.899902344,Ishin
12/9/2018,NHK,0.600097656,Ishin
12/10/2018,Mainichi & SSRC,2,Ishin
12/10/2018,Jiji Press,0.799804688,Ishin
12/16/2018,Yomiuri Shimbun,1,Ishin
12/16/2018,Nikkei & TV Tokyo,2,Ishin
12/16/2018,Mainichi Shimbun,2,Ishin
12/16/2018,Kyodo News,1.400390625,Ishin
12/16/2018,Asahi Shimbun,1,Ishin
12/16/2018,ANN,2.19921875,Ishin
12/25/2018,Asahi Shimbun,1,Ishin
1/13/2019,Kyodo News,2.400390625,Ishin
1/13/2019,JNN,1.099609375,Ishin
1/14/2019,Jiji Press,1.099609375,Ishin
1/14/2019,NHK,0.799804688,Ishin
1/20/2019,Asahi Shimbun,1,Ishin
1/27/2019,Yomiuri Shimbun,1,Ishin
1/27/2019,Nikkei & TV Tokyo,2,Ishin
1/27/2019,ANN,1.400390625,Ishin
2/3/2019,JNN,1.400390625,Ishin
2/3/2019,Mainichi Shimbun,3,Ishin
